mVTris,TTris
-80.8,12.01
-80.1,12.956
-79,13.622
-78.7,13.98
-78.2,14.362
-78.1,14.689
-77.7,15.485
-77.4,15.947
-77.1,16.365
-76.8,16.729
-76.5,17.077
-76.1,17.545
-75.6,18.045
