mVTris,TTris
-82.8,11.343
-82.5,11.997
-81.5,12.984
-81.1,13.41
-80.7,13.8
-80.1,14.261
-79.7,14.595
-78.8,15.448
-78.4,15.883
-77.5,16.858
-76.7,17.449
-75.6,18.172
-74.8,19.001
