mVTris,TTris
-79.7,12.5
-79.1,13.8
-78.3,14.8
-77.9,15.1
-77.6,15.6
-77,16.5
-76.7,17
-76.1,17.9
-75.9,18.2
-75.7,18.6
-75.5,19.2
