mVTris,TTris
-78.5,14.901
-78.3,15.44
-77.8,15.987
-77.4,16.408
-76.7,16.865
-76.2,17.565
-75.6,18.064
-75.1,18.473
-74.7,18.869
-74.2,19.316
-74,19.511
