mVTris,TTris
-78.6,10.372
-78.3,10.953
-78.1,11.358
-77.9,11.825
-77.6,12.191
-77.3,12.708
-77,13.287
-76.8,13.867
-76.6,14.349
-76.4,14.764
-76.1,15.448
