mVTris,TTris
-79.6,11.937
-78.9,12.654
-78.4,13.397
-78.1,14.092
-77.6,15.21
-77.3,15.716
-76.8,16.145
-76.1,16.893
-75.8,17.216
-75.4,17.476
-74.4,18.41
-73.1,19.755
-72.7,20.13
-72.3,20.474
