mVTris,TTris
-82.2,10.4
-80.9,12
-79.6,13.6
-78.8,14.2
-78,14.9
-77.6,15.5
-77,16
-76.3,17.2
-75.5,17.5
-75.4,17.8
-75.2,17.9
-74.8,18.4
-74.1,18.9
-73.6,19.4
-73.2,20
