mVTris,TTris
-81.3,10.888
-80.8,11.204
-80.4,11.9
-80.1,12.45
-79.7,13.131
-79.4,13.635
-79.1,13.954
-78.9,14.387
-78.6,14.614
-78.3,15.002
-78,15.452
-77.5,15.876
-77.3,16.415
