"SampleID","TA","Mass"
"20180627_Junk1",1971.61719834602,60
"20180627_Junk2",2006.64455797724,60
"20180627_Junk3",1954.33146464385,60
"20180627_Junk4",1971.94298551521,60
"20180627_Junk5",1989.22682420529,60
"20180627_Junk6",1947.99857441435,60
"20180627_Junk7",1945.02250869543,60
"20180627_Junk8",2009.13768343192,60
"20180627_Junk9",1968.62185952316,60
