"SampleID","TA","Mass"
"20180627_Junk1",2017.39783351817,60.5138
"20180627_Junk2",2017.32688792523,61.619
"20180627_Junk3",2017.01039662579,60.0611
"20180627_Junk4",2021.55741528338,60.5103
"20180627_Junk5",2013.39029890172,61.2874
"20180627_Junk6",2014.22570154157,60.0291
"20180627_Junk7",2015.56031189288,59.9206
"20180627_Junk8",2013.15851066002,61.9995
"20180627_Junk9",2012.7413112856,60.7892
