sample,mass,salinity,Sample.ID,Type
20180627_Junk1,60,29,Junk,Junk
20180627_Junk2,60,29,Junk,Junk
20180627_Junk3,60,29,Junk,Junk
20180627_Junk4,60,29,Junk,Junk
20180627_Junk5,60,29,Junk,Junk
20180627_Junk6,60,29,Junk,Junk
20180627_Junk7,60,29,Junk,Junk
20180627_Junk8,60,29,Junk,Junk
20180627_Junk9,60,29,Junk,Junk
