"SampleID","TA","Mass"
"20180704_H3_low",1989.74888527395,60.5631
"20180704_inflow_sump",1975.91588812778,60.9028
"20180704_H2_control",1977.26496759027,59.1849
"20180704_H0_low",1971.65828016454,60.2708
"20180704_T9",1964.4659828785,60.6335
"20180704_H1_control",1967.91707951632,60.4439
"20180704_spawn_tank",1979.98671237443,59.6518
"20180704_T7",1959.28637759097,60.2818
"20180704_T6",1966.15428459836,60.2051
