"SampleID","TA","Mass"
"20180702_spawn_tank",1997.10175623339,60.0564
"20180702_T9",1985.55728047341,60.5455
"20180702_T6",1986.26276136988,60.4412
"20180701_T6",1981.23317817178,60.3386
"20180702_T7",1988.57577034919,60.9411
"20180701_spawn_tank",1992.16775023086,60.8836
"20180701_T9",1983.99303277566,60.1249
"20180701_T7",1983.73313909665,60.7191
"20180702_inflow_sump",1982.23431130659,60.6563
