sample,mass,salinity,Sample.ID,Type, Notes
20180714_JUNK,59.996,29,JUNK,JUNK,
20180714_CRM1,59.383,33.481,CRM1,CRM,Opened new Bottle #168-0511
20180714_CRM2,59.2409,33.481,CRM2,CRM,Opened new Bottle #168-0511
