sample,mass,salinity,Sample.ID,Type, Notes
20180722_JUNK,60.3672,29,JUNK,JUNK,
20180722_CRM1,59.2056,33.481,CRM1,CRM,Bottle #168-0033
20180722_CRM2,59.0158,33.481,CRM2,CRM,Opened New Bottle #168-0158
