"Sample.ID","TA","Mass"
"20180807_H0_B",2056.08172798117,60.7807
"20180807_H0_T",2041.51155585453,59.0335
"20180807_H1_T",2047.88475389916,60.979
"20180807_H1_B",2047.47852740548,60.6679
"20180807_H2_B",2046.57338126379,59.989
"20180807_H2_T",2051.12093350106,60.9585
"20180807_H3_T",2049.12122261346,59.0714
"20180807_H3_B",2043.40435542423,60.5203
