sample,mass,salinity,Sample.ID,Type, Notes
20180807_H0_B,60.7807,28.81,H0_B,heath_tray,
20180807_H0_T,59.0335,28.85,H0_T,heath_tray,
20180807_H1_T,60.979,28.72,H1_T,heath_tray,
20180807_H1_B,60.6679,28.8,H1_B,heath_tray,
20180807_H2_B,59.989,28.78,H2_B,heath_tray,
20180807_H2_T,60.9585,28.81,H2_T,heath_tray,
20180807_H3_T,59.0714,28.81,H3_T,heath_tray,
20180807_H3_B,60.5203,28.79,H3_B,heath_tray,
