sample,mass,salinity,Sample.ID,Type, Notes
20180807_JUNK,59.909,29,JUNK,JUNK,
20180807_CRM1,59.3295,33.607,CRM1,CRM,Bottle #137-1095 
20180807_CRM2,59.1175,33.607,CRM2,CRM,Bottle #137-1095
