sample,mass,salinity,Sample.ID,Type, Notes
20180813_JUNK,60.7105,29,JUNK,JUNK,
20180813_CRM1,59.2093,33.607,CRM1,CRM,Bottle #137-1026
20180813_CRM2,59.0279,33.607,CRM2,CRM,Bottle #137-1026
