sample,mass,salinity,Sample.ID,Type, Notes
20180808_H3_T,59.5839,28.39,H3_T,heath_tray,
20180808_H3_B,59.8328,28.37,H3_B,heath_tray,
20180808_H2_B,60.189,28.38,H2_B,heath_tray,
20180808_H2_T,59.7863,28.4,H2_T,heath_tray,
20180808_H1_T,60.4466,28.27,H1_T,heath_tray,
20180808_H1_B,60.9366,28.35,H1_B,heath_tray,
20180808_H0_B,60.7037,28.29,H0_B,heath_tray,
20180808_H0_T,60.5699,28.35,H0_T,heath_tray,
