sample,mass,salinity,Sample.ID,Type, Notes
20180813_H0_B,60.2559,28.74,H0_B,heath_tray,
20180813_H0_T,60.7326,28.76,H0_T,heath_tray,
20180813_H1_T,60.4454,28.73,H1_T,heath_tray,
20180813_H1_B,59.6238,28.75,H1_B,heath_tray,
20180813_H2_T,60.2336,28.8,H2_T,heath_tray,
20180813_H2_B,60.7755,28.67,H2_B,heath_tray,
20180813_H3_T,60.5061,28.7,H3_T,heath_tray,
20180813_H3_B,60.4277,28.76,H3_B,heath_tray,
