"Sample.ID","TA","Mass"
"20180715_H3_T",2065.9191452617,60.5696
"20180715_inflow_sump",2051.21487448298,60.2353
"20180715_H2_B",2058.43761096234,60.2385
"20180715_H3_B",2057.34631625508,60.1452
"20180715_H2_T",2055.91456529442,60.0902
"20180715_H1_B",2059.16855957588,59.6699
"20180715_H1_T",2057.64392906891,60.5635
"20180715_H0_T",2051.331752483,60.4606
"20180715_H0_B",2052.86709309736,60.4371
