sample,mass,salinity,Sample.ID,Type, Notes
20180715_JUNK,59.8151,29,JUNK,JUNK,
20180715_CRM1,59.0208,33.481,CRM1,CRM,Bottle #168-0511
20180715_CRM2,59.1817,33.481,CRM2,CRM,Bottle #168-0511
