Resp_individually_all.csv,LpcResp_alpha0.2_all.csv,LpcResp_alpha0.2_min10-20.csv,LpcResp_alpha0.2_min10-25.csv,LpcResp_alpha0.4_all.csv,LpcResp_alpha0.4_min10-20.csv,LpcResp_alpha0.4_min10-25.csv,LpcResp_alpha0.6_all.csv,LpcResp_alpha0.6_min10-20.csv,LpcResp_alpha0.6_min10-25.csv,Date,SDR_pos,RUN,tank,Day,Treat1_Treat2,Init.treat,Sec.treat,EXP.numb,ID
0.257782279,0.314702423,0.125051533,0.14105716,0.17259355,0.125051533,0.172750996,0.156288942,0.133593283,0.190849611,20180807,A2,1,H0_T,0,Low_Ambient,Low,Ambient,EXP2,98
0.243086062,0.243086062,0.220948412,0.213336141,0.25231357,0.222080451,0.22734851,0.269130737,0.21411031,0.228206213,20180807,A3,1,H0_T,0,Low_Ambient,Low,Ambient,EXP2,99
0.231597983,0.231597983,0.050081134,0.190790786,0.226218722,0.053243867,0.181064344,0.198925584,0.070021964,0.185126214,20180807,A4,1,H1_T,0,Ambient_Low,Ambient,Low,EXP2,100
0.232068189,0.232068189,0.116640606,0.165194305,0.217396599,0.464292948,0.199791826,0.203100347,0.464574476,0.203832459,20180807,A5,1,H1_T,0,Ambient_Low,Ambient,Low,EXP2,101
0.286274049,0.286274049,0.374152785,0.408217488,0.281050011,0.378841889,0.401462039,0.318823955,0.37911673,0.4054067,20180807,A6,1,H1_T,0,Ambient_Low,Ambient,Low,EXP2,102
0.094342774,0.084908497,0.003274606,0.046234239,0.079495899,-0.001303979,0.037842858,0.062961878,-0.001113049,0.032103512,20180807,B1,1,H0_B,0,Low_Low,Low,Low,EXP2,103
0.206174857,0.206174857,0.104837973,0.175446196,0.195291836,0.119715075,0.166804592,0.178182126,0.119911699,0.160894104,20180807,B2,1,H0_B,0,Low_Low,Low,Low,EXP2,104
0.195729035,0.195729035,0.196493219,0.264747152,0.331360715,0.210602259,0.255160474,0.231001249,0.209397516,0.234645506,20180807,B3,1,H0_B,0,Low_Low,Low,Low,EXP2,105
0.441500959,0.441500959,0.420887448,0.354606619,0.440987948,0.42603607,0.407113069,0.4263749,0.422591702,0.414665078,20180807,B4,1,H1_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,106
0.366049343,0.242233494,0.37419866,0.292091615,0.365539027,0.502362169,0.278154714,0.394952717,0.498935893,0.543087871,20180807,B5,1,H1_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,107
0.486754752,0.486754752,0.618983116,0.428038522,0.486277078,0.523257119,0.41463357,0.462236365,0.44441575,0.425209172,20180807,B6,1,H1_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,108
0.358444499,0.525078546,0.286657352,0.296879361,0.358871726,0.28464907,0.340831992,0.423133686,0.297975221,0.34115035,20180807,A1,2,H2_T,0,Ambient_Low,Ambient,Low,EXP2,109
0.422910878,0.422910878,0.382573527,0.392676621,0.423383113,0.380588608,0.411885427,0.4932789,0.38408308,0.412200082,20180807,A2,2,H2_T,0,Ambient_Low,Ambient,Low,EXP2,110
0.297682117,0.278334339,0.276832019,0.261557544,0.286511763,0.283965428,0.27121486,0.329731554,0.287486692,0.271531928,20180807,A3,2,H2_T,0,Ambient_Low,Ambient,Low,EXP2,111
0.053162313,0.053162313,0.019740311,0.072962282,0.056529406,0.022998726,0.062574009,0.170135704,0.063622793,0.051689691,20180807,A4,2,H3_T,0,Low_Ambient,Low,Ambient,EXP2,112
0.205898569,0.205898569,0.222026606,0.2653533,0.329193724,0.225238262,0.2551141,0.296262848,0.222690306,0.240425124,20180807,A5,2,H3_T,0,Low_Ambient,Low,Ambient,EXP2,113
0.294848565,0.020912081,0.219880753,0.266448133,0.025967486,0.223084148,0.301886956,0.084124861,0.243702389,0.266074873,20180807,A6,2,H3_T,0,Low_Ambient,Low,Ambient,EXP2,114
0.199219967,0.199219967,0.123043098,0.163436053,0.196674932,0.130789138,0.165192861,0.1606959,0.134912,0.161010105,20180807,B1,2,H2_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,115
0.125178829,0.125178829,-0.007490948,0.128191424,0.12796365,0.03003649,0.129929488,0.092646319,0.029010708,0.047560634,20180807,B2,2,H2_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,116
0.431377858,0.431377858,0.173153559,0.276122768,0.434206635,0.173153559,0.274655688,0.364853188,0.324524169,0.276153784,20180807,B3,2,H2_B,0,Ambient_Ambient,Ambient,Ambient,EXP2,117
0.280321265,0.280321265,0.14735112,0.177840837,0.264777099,0.149993295,0.196418573,0.220027056,0.158014697,0.225761533,20180807,B4,2,H3_B,0,Low_Low,Low,Low,EXP2,118
0.289169076,0.289169076,0.141521735,0.408490125,0.265782751,0.143945637,0.202722271,0.313136593,0.147859484,0.229279963,20180807,B5,2,H3_B,0,Low_Low,Low,Low,EXP2,119
0.200155924,0.200155924,0.119262103,0.148543935,0.155017035,0.124231764,0.157760095,0.134248003,0.124231764,0.181520594,20180807,B6,2,H3_B,0,Low_Low,Low,Low,EXP2,120
0.145508463,0.147805428,0.280194437,0.244085325,0.148344814,0.280011628,0.25036073,0.20594753,0.284089064,0.248290739,20180809,A1,1,H0_T,2,Low_Ambient,Low,Ambient,EXP2,121
0.223010725,0.225563053,0.226127718,0.208614235,0.226162405,0.225924586,0.220239783,0.226798731,0.225549557,0.220116267,20180809,A2,1,H0_T,2,Low_Ambient,Low,Ambient,EXP2,122
0.277239507,0.514659103,0.277440554,0.269534728,0.250157023,0.254820081,0.274861919,0.175812914,0.25446601,0.271282116,20180809,A3,1,H0_T,2,Low_Ambient,Low,Ambient,EXP2,123
0.168772435,0.128262243,0.081330274,0.108303833,0.176643317,0.080124658,0.108303833,0.131802938,0.098645293,0.10297088,20180809,A4,1,H1_T,2,Ambient_Low,Ambient,Low,EXP2,124
0.216067466,0.216067466,0.160412401,0.176819216,0.215477319,0.159179593,0.199808245,0.169625554,0.178620876,0.194355005,20180809,A5,1,H1_T,2,Ambient_Low,Ambient,Low,EXP2,125
0.181046302,0.181046302,0.183016263,0.229315956,0.208405113,0.205468711,0.219496376,0.1605527,0.202626028,0.214132789,20180809,A6,1,H1_T,2,Ambient_Low,Ambient,Low,EXP2,126
0.31285244,0.31285244,0.205957073,0.251113855,0.317479636,0.243771169,0.237334122,0.290355665,0.239627701,0.25668128,20180809,B1,1,H0_B,2,Low_Low,Low,Low,EXP2,127
0.18908257,0.18908257,0.12125745,0.211907035,0.193906047,0.121666908,0.161820153,0.178337849,0.121666908,0.156300894,20180809,B2,1,H0_B,2,Low_Low,Low,Low,EXP2,128
0.114347368,0.114347368,0.107956883,0.17006727,0.119056034,0.108356596,0.10826122,0.104269271,0.053377473,0.102238083,20180809,B3,1,H0_B,2,Low_Low,Low,Low,EXP2,129
0.336718889,0.405808209,0.36635711,0.389298105,0.408816556,0.366704003,0.382326074,0.330027871,0.369746499,0.382937573,20180809,B4,1,H1_B,2,Ambient_Ambient,Ambient,Ambient,EXP2,130
0.371848706,0.371848706,0.352269565,0.355199322,0.374789037,0.352608616,0.354568843,0.364930501,0.352608616,0.355166517,20180809,B5,1,H1_B,2,Ambient_Ambient,Ambient,Ambient,EXP2,131
0.338548187,0.338548187,0.576763113,0.298815185,0.286308166,0.580095978,0.298217883,0.496352244,0.576034651,0.444696428,20180809,B6,1,H1_B,2,Ambient_Ambient,Ambient,Ambient,EXP2,132
0.243287375,0.255986893,0.161165822,0.191368612,0.264411611,0.252571209,0.21506182,0.256330875,0.253917264,0.215513247,20180809,A1,2,H2_T,2,Ambient_Low,Ambient,Low,EXP2,133
0.198600417,0.184547012,0.111545103,0.193718138,0.218041928,0.123368841,0.19199933,0.212986241,0.132347326,0.224309815,20180809,A2,2,H2_T,2,Ambient_Low,Ambient,Low,EXP2,134
0.304703958,0.316609178,0.278268638,0.323326149,0.324506968,0.289385639,0.32264477,0.316744699,0.301202144,0.324442808,20180809,A3,2,H2_T,2,Ambient_Low,Ambient,Low,EXP2,135
0.064071582,-0.005932633,-0.049485005,0.008533259,0.060471209,-0.049485005,0.00689723,0.070493582,-0.043104778,0.040275527,20180809,A4,2,H3_T,2,Low_Ambient,Low,Ambient,EXP2,136
0.285536182,0.280321609,0.247283855,0.243973303,0.282481374,0.247283855,0.229733228,0.247706839,0.252697286,0.203871811,20180809,A5,2,H3_T,2,Low_Ambient,Low,Ambient,EXP2,137
