LpcResp_alpha0.4_all,Date,SDR_pos,RUN,tank,Day,Init.treat
0.216651009,20180713,A1,1,prebasal,prebasal,NA
0.310470359,20180713,A2,1,prebasal,prebasal,NA
0.144485024,20180713,A3,1,prebasal,prebasal,NA
0.495249,20180713,A4,1,prebasal,prebasal,NA
0.154797534,20180713,B1,1,prebasal,prebasal,NA
0.148295058,20180713,B2,1,prebasal,prebasal,NA
0.273409432,20180713,B3,1,prebasal,prebasal,NA
0.56557529,20180713,B4,1,prebasal,prebasal,NA
