Date,Day,run,vial_pos,shell_size,trial,treatment,tank,tank_num,timeline_days,tank_ID,Exp.Num
20180716,2,1,A1,5.664,1,Low,H0_T,1,2,H0_T_1,Exp1
20180716,2,1,A1,5.215,1,Low,H0_T,1,2,H0_T_2,Exp1
20180716,2,1,A1,4.91,1,Low,H0_T,1,2,H0_T_3,Exp1
20180716,2,1,A1,4.154,1,Low,H0_T,1,2,H0_T_4,Exp1
20180716,2,1,A1,5.822,1,Low,H0_T,1,2,H0_T_5,Exp1
20180716,2,1,A1,3.793,1,Low,H0_T,1,2,H0_T_6,Exp1
20180716,2,1,A1,5.863,1,Low,H0_T,1,2,H0_T_7,Exp1
20180716,2,1,A1,6.035,1,Low,H0_T,1,2,H0_T_8,Exp1
20180716,2,1,A1,5.323,1,Low,H0_T,1,2,H0_T_9,Exp1
20180716,2,1,A1,4.321,1,Low,H0_T,1,2,H0_T_10,Exp1
20180716,2,1,A2,4.635,1,Low,H0_T,1,2,H0_T_11,Exp1
20180716,2,1,A2,4.723,1,Low,H0_T,1,2,H0_T_12,Exp1
20180716,2,1,A2,5.598,1,Low,H0_T,1,2,H0_T_13,Exp1
20180716,2,1,A2,5.078,1,Low,H0_T,1,2,H0_T_14,Exp1
20180716,2,1,A2,4.914,1,Low,H0_T,1,2,H0_T_15,Exp1
20180716,2,1,A2,4.11,1,Low,H0_T,1,2,H0_T_16,Exp1
20180716,2,1,A2,5.097,1,Low,H0_T,1,2,H0_T_17,Exp1
20180716,2,1,A2,5.273,1,Low,H0_T,1,2,H0_T_18,Exp1
20180716,2,1,A2,4.162,1,Low,H0_T,1,2,H0_T_19,Exp1
20180716,2,1,A2,5.291,1,Low,H0_T,1,2,H0_T_20,Exp1
20180716,2,1,A3,3.988,1,Low,H0_T,1,2,H0_T_21,Exp1
20180716,2,1,A3,4.813,1,Low,H0_T,1,2,H0_T_22,Exp1
20180716,2,1,A3,5.426,1,Low,H0_T,1,2,H0_T_23,Exp1
20180716,2,1,A3,5.222,1,Low,H0_T,1,2,H0_T_24,Exp1
20180716,2,1,A3,5.973,1,Low,H0_T,1,2,H0_T_25,Exp1
20180716,2,1,A3,4.323,1,Low,H0_T,1,2,H0_T_26,Exp1
20180716,2,1,A3,5.944,1,Low,H0_T,1,2,H0_T_27,Exp1
20180716,2,1,A3,5.249,1,Low,H0_T,1,2,H0_T_28,Exp1
20180716,2,1,A3,4.669,1,Low,H0_T,1,2,H0_T_29,Exp1
20180716,2,1,A3,4.854,1,Low,H0_T,1,2,H0_T_30,Exp1
20180716,2,1,A4,5.409,1,Ambient,H1_T,3,2,H1_T_1,Exp1
20180716,2,1,A4,5.433,1,Ambient,H1_T,3,2,H1_T_2,Exp1
20180716,2,1,A4,4.545,1,Ambient,H1_T,3,2,H1_T_3,Exp1
20180716,2,1,A4,5.87,1,Ambient,H1_T,3,2,H1_T_4,Exp1
20180716,2,1,A4,5.341,1,Ambient,H1_T,3,2,H1_T_5,Exp1
20180716,2,1,A4,6.104,1,Ambient,H1_T,3,2,H1_T_6,Exp1
20180716,2,1,A4,5.655,1,Ambient,H1_T,3,2,H1_T_7,Exp1
20180716,2,1,A4,6.055,1,Ambient,H1_T,3,2,H1_T_8,Exp1
20180716,2,1,A4,4.732,1,Ambient,H1_T,3,2,H1_T_9,Exp1
20180716,2,1,A4,5.34,1,Ambient,H1_T,3,2,H1_T_10,Exp1
20180716,2,1,A5,5.243,1,Ambient,H1_T,3,2,H1_T_11,Exp1
20180716,2,1,A5,5.005,1,Ambient,H1_T,3,2,H1_T_12,Exp1
20180716,2,1,A5,4.204,1,Ambient,H1_T,3,2,H1_T_13,Exp1
20180716,2,1,A5,4.531,1,Ambient,H1_T,3,2,H1_T_14,Exp1
20180716,2,1,A5,4.753,1,Ambient,H1_T,3,2,H1_T_15,Exp1
20180716,2,1,A5,4.515,1,Ambient,H1_T,3,2,H1_T_16,Exp1
20180716,2,1,A5,5.62,1,Ambient,H1_T,3,2,H1_T_17,Exp1
20180716,2,1,A5,4.429,1,Ambient,H1_T,3,2,H1_T_18,Exp1
20180716,2,1,A5,4.158,1,Ambient,H1_T,3,2,H1_T_19,Exp1
20180716,2,1,A5,4.243,1,Ambient,H1_T,3,2,H1_T_20,Exp1
20180716,2,1,A6,4.638,1,Ambient,H1_T,3,2,H1_T_21,Exp1
20180716,2,1,A6,4.48,1,Ambient,H1_T,3,2,H1_T_22,Exp1
20180716,2,1,A6,4.389,1,Ambient,H1_T,3,2,H1_T_23,Exp1
20180716,2,1,A6,5.563,1,Ambient,H1_T,3,2,H1_T_24,Exp1
20180716,2,1,A6,4.712,1,Ambient,H1_T,3,2,H1_T_25,Exp1
20180716,2,1,A6,4.763,1,Ambient,H1_T,3,2,H1_T_26,Exp1
20180716,2,1,A6,5.232,1,Ambient,H1_T,3,2,H1_T_27,Exp1
20180716,2,1,A6,4.877,1,Ambient,H1_T,3,2,H1_T_28,Exp1
20180716,2,1,A6,4.175,1,Ambient,H1_T,3,2,H1_T_29,Exp1
20180716,2,1,A6,5.019,1,Ambient,H1_T,3,2,H1_T_30,Exp1
20180716,2,1,B1,5.752,1,Low,H0_B,2,2,H0_B_1,Exp1
20180716,2,1,B1,3.47,1,Low,H0_B,2,2,H0_B_2,Exp1
20180716,2,1,B1,5.107,1,Low,H0_B,2,2,H0_B_3,Exp1
20180716,2,1,B1,5.578,1,Low,H0_B,2,2,H0_B_4,Exp1
20180716,2,1,B1,4.888,1,Low,H0_B,2,2,H0_B_5,Exp1
20180716,2,1,B1,4.452,1,Low,H0_B,2,2,H0_B_6,Exp1
20180716,2,1,B1,4.277,1,Low,H0_B,2,2,H0_B_7,Exp1
20180716,2,1,B1,5.497,1,Low,H0_B,2,2,H0_B_8,Exp1
20180716,2,1,B1,5.576,1,Low,H0_B,2,2,H0_B_9,Exp1
20180716,2,1,B2,4.395,1,Low,H0_B,2,2,H0_B_10,Exp1
20180716,2,1,B2,5.081,1,Low,H0_B,2,2,H0_B_11,Exp1
20180716,2,1,B2,4.359,1,Low,H0_B,2,2,H0_B_12,Exp1
20180716,2,1,B2,4.08,1,Low,H0_B,2,2,H0_B_13,Exp1
20180716,2,1,B2,4.761,1,Low,H0_B,2,2,H0_B_14,Exp1
20180716,2,1,B2,3.985,1,Low,H0_B,2,2,H0_B_15,Exp1
20180716,2,1,B2,4.176,1,Low,H0_B,2,2,H0_B_16,Exp1
20180716,2,1,B2,4.424,1,Low,H0_B,2,2,H0_B_17,Exp1
20180716,2,1,B2,5.62,1,Low,H0_B,2,2,H0_B_18,Exp1
20180716,2,1,B3,4.665,1,Low,H0_B,2,2,H0_B_19,Exp1
20180716,2,1,B3,3.872,1,Low,H0_B,2,2,H0_B_20,Exp1
20180716,2,1,B3,5.286,1,Low,H0_B,2,2,H0_B_21,Exp1
20180716,2,1,B3,5.114,1,Low,H0_B,2,2,H0_B_22,Exp1
20180716,2,1,B3,6.045,1,Low,H0_B,2,2,H0_B_23,Exp1
20180716,2,1,B3,3.62,1,Low,H0_B,2,2,H0_B_24,Exp1
20180716,2,1,B3,4.91,1,Low,H0_B,2,2,H0_B_25,Exp1
20180716,2,1,B3,4.6,1,Low,H0_B,2,2,H0_B_26,Exp1
20180716,2,1,B3,5.578,1,Low,H0_B,2,2,H0_B_27,Exp1
20180716,2,1,B3,4.671,1,Low,H0_B,2,2,H0_B_28,Exp1
20180716,2,1,B4,5.3,1,Ambient,H1_B,4,2,H1_B_1,Exp1
20180716,2,1,B4,3.988,1,Ambient,H1_B,4,2,H1_B_2,Exp1
20180716,2,1,B4,5.348,1,Ambient,H1_B,4,2,H1_B_3,Exp1
20180716,2,1,B4,4.831,1,Ambient,H1_B,4,2,H1_B_4,Exp1
20180716,2,1,B4,4.746,1,Ambient,H1_B,4,2,H1_B_5,Exp1
20180716,2,1,B4,5.402,1,Ambient,H1_B,4,2,H1_B_6,Exp1
20180716,2,1,B4,5.125,1,Ambient,H1_B,4,2,H1_B_7,Exp1
20180716,2,1,B4,5.74,1,Ambient,H1_B,4,2,H1_B_8,Exp1
20180716,2,1,B4,6.286,1,Ambient,H1_B,4,2,H1_B_9,Exp1
20180716,2,1,B4,5.592,1,Ambient,H1_B,4,2,H1_B_10,Exp1
20180716,2,1,B5,4.124,1,Ambient,H1_B,4,2,H1_B_11,Exp1
20180716,2,1,B5,5.915,1,Ambient,H1_B,4,2,H1_B_12,Exp1
20180716,2,1,B5,4.593,1,Ambient,H1_B,4,2,H1_B_13,Exp1
20180716,2,1,B5,4.908,1,Ambient,H1_B,4,2,H1_B_14,Exp1
20180716,2,1,B5,5.184,1,Ambient,H1_B,4,2,H1_B_15,Exp1
20180716,2,1,B5,5.123,1,Ambient,H1_B,4,2,H1_B_16,Exp1
20180716,2,1,B5,4.809,1,Ambient,H1_B,4,2,H1_B_17,Exp1
20180716,2,1,B5,3.892,1,Ambient,H1_B,4,2,H1_B_18,Exp1
20180716,2,1,B5,4.382,1,Ambient,H1_B,4,2,H1_B_19,Exp1
20180716,2,1,B5,5.544,1,Ambient,H1_B,4,2,H1_B_20,Exp1
20180716,2,1,B6,5.544,1,Ambient,H1_B,4,2,H1_B_21,Exp1
20180716,2,1,B6,5.143,1,Ambient,H1_B,4,2,H1_B_22,Exp1
20180716,2,1,B6,5.121,1,Ambient,H1_B,4,2,H1_B_23,Exp1
20180716,2,1,B6,5.292,1,Ambient,H1_B,4,2,H1_B_24,Exp1
20180716,2,1,B6,5.16,1,Ambient,H1_B,4,2,H1_B_25,Exp1
20180716,2,1,B6,4.192,1,Ambient,H1_B,4,2,H1_B_26,Exp1
20180716,2,1,B6,5.394,1,Ambient,H1_B,4,2,H1_B_27,Exp1
20180716,2,1,B6,4.566,1,Ambient,H1_B,4,2,H1_B_28,Exp1
20180716,2,1,B6,3.77,1,Ambient,H1_B,4,2,H1_B_29,Exp1
20180716,2,1,B6,3.942,1,Ambient,H1_B,4,2,H1_B_30,Exp1
20180716,2,2,A1,5.875,1,Ambient,H2_T,5,2,H2_T_1,Exp1
20180716,2,2,A1,5.414,1,Ambient,H2_T,5,2,H2_T_2,Exp1
20180716,2,2,A1,4.435,1,Ambient,H2_T,5,2,H2_T_3,Exp1
20180716,2,2,A1,4.813,1,Ambient,H2_T,5,2,H2_T_4,Exp1
20180716,2,2,A1,6.149,1,Ambient,H2_T,5,2,H2_T_5,Exp1
20180716,2,2,A1,5.815,1,Ambient,H2_T,5,2,H2_T_6,Exp1
20180716,2,2,A1,5.606,1,Ambient,H2_T,5,2,H2_T_7,Exp1
20180716,2,2,A1,4.634,1,Ambient,H2_T,5,2,H2_T_8,Exp1
20180716,2,2,A1,5.126,1,Ambient,H2_T,5,2,H2_T_9,Exp1
20180716,2,2,A1,5.701,1,Ambient,H2_T,5,2,H2_T_10,Exp1
20180716,2,2,A2,4.535,1,Ambient,H2_T,5,2,H2_T_11,Exp1
20180716,2,2,A2,4.953,1,Ambient,H2_T,5,2,H2_T_12,Exp1
20180716,2,2,A2,5.853,1,Ambient,H2_T,5,2,H2_T_13,Exp1
20180716,2,2,A2,4.798,1,Ambient,H2_T,5,2,H2_T_14,Exp1
20180716,2,2,A2,5.263,1,Ambient,H2_T,5,2,H2_T_15,Exp1
20180716,2,2,A2,5.702,1,Ambient,H2_T,5,2,H2_T_16,Exp1
20180716,2,2,A2,4.768,1,Ambient,H2_T,5,2,H2_T_17,Exp1
20180716,2,2,A2,5.877,1,Ambient,H2_T,5,2,H2_T_18,Exp1
20180716,2,2,A2,5.039,1,Ambient,H2_T,5,2,H2_T_19,Exp1
20180716,2,2,A3,5.334,1,Ambient,H2_T,5,2,H2_T_20,Exp1
20180716,2,2,A3,5.9,1,Ambient,H2_T,5,2,H2_T_21,Exp1
20180716,2,2,A3,4.339,1,Ambient,H2_T,5,2,H2_T_22,Exp1
20180716,2,2,A3,5.173,1,Ambient,H2_T,5,2,H2_T_23,Exp1
20180716,2,2,A3,4.808,1,Ambient,H2_T,5,2,H2_T_24,Exp1
20180716,2,2,A3,4.717,1,Ambient,H2_T,5,2,H2_T_25,Exp1
20180716,2,2,A3,5.571,1,Ambient,H2_T,5,2,H2_T_26,Exp1
20180716,2,2,A3,3.821,1,Ambient,H2_T,5,2,H2_T_27,Exp1
20180716,2,2,A3,5.404,1,Ambient,H2_T,5,2,H2_T_28,Exp1
20180716,2,2,A3,5.504,1,Ambient,H2_T,5,2,H2_T_29,Exp1
20180716,2,2,A4,5.094,1,Low,H3_T,7,2,H3_T_1,Exp1
20180716,2,2,A4,5.604,1,Low,H3_T,7,2,H3_T_2,Exp1
20180716,2,2,A4,3.486,1,Low,H3_T,7,2,H3_T_3,Exp1
20180716,2,2,A4,4.959,1,Low,H3_T,7,2,H3_T_4,Exp1
20180716,2,2,A4,6.324,1,Low,H3_T,7,2,H3_T_5,Exp1
20180716,2,2,A4,5.658,1,Low,H3_T,7,2,H3_T_6,Exp1
20180716,2,2,A4,5.49,1,Low,H3_T,7,2,H3_T_7,Exp1
20180716,2,2,A4,6.035,1,Low,H3_T,7,2,H3_T_8,Exp1
